,start,end,times,silent_length,condition,norm_silentlength
93,46.044979,51.52,S2,5.47502100000001,A1,0.201317077913141
94,74.670532,78.85,S3,4.179468,A1,0.13241507823607
95,30.460772,33.82,S1,3.359228,A1,0.088791871609155
96,72.529567,77.92,S2,5.390433,A1,0.19681839484214
97,34.164985,36.983596,S1,2.818611,A1,0.060039985457513
98,73.369306,77.554516,S2,4.18521000000001,A1,0.132720457701169
99,23.812178,26.03,S1,2.217822,A1,0.028087943754868
100,80.156487,82.62,S2,2.46351300000001,A1,0.041154642842176
101,40.020558,42.75,S1,2.729442,A1,0.055297668926113
102,68.060439,71.2,S2,3.139561,A1,0.077109219056104
103,80.933294,83.64,S3,2.706706,A1,0.054088489629969
104,107.316273,112.924249,S4,5.60797600000001,A1,0.208388085712177
105,85.304688,89.84,S1,4.53531200000001,A1,0.151340095717476
106,72.628131,75.259585,S1,2.631454,A1,0.050086327402951
107,22.576546,25.63,S1,3.053454,A1,0.07252975029937
108,87.348558,89.34,S2,1.99144200000001,A1,0.016048270590671
109,32.461864,44.07,S1,11.608136,A1,0.527497394541972
110,99.427893,104.07,S2,4.642107,A1,0.157019824030801
111,17.071573,19.778042,S1,2.706469,A1,0.054075885148389
112,70.99276,75.02,S2,4.02723999999999,A1,0.124319065485653
113,59.125697,61.37,S1,2.24430299999999,A1,0.029496295133351
114,23.54165,27.41,S1,3.86835,A1,0.115868744480886
115,34.520593,38.35,S1,3.829407,A1,0.113797620741892
116,53.241377,55.2,S2,1.958623,A1,0.014302842401008
117,28.167003,31.13,S1,2.962997,A1,0.067718933463016
118,79.374932,82.45,S1,3.075068,A1,0.073679257746012
119,24.568688,28.26,S1,3.691312,A1,0.106453249924639
120,44.049187,46.59,S2,2.540813,A1,0.045265724808747
121,73.124558,81.701792,S3,8.577234,A1,0.366303519320171
122,129.240024,131.856807,S4,2.616783,A1,0.049306072764768
123,50.845104,53.16,S1,2.314896,A1,0.033250675589576
124,80.942932,84.57,S1,3.62706799999999,A1,0.103036531297725
125,15.476866,20.08,S1,4.603134,A1,0.15494710478781
126,63.44,69.2,S1,5.76000000000001,A1,0.216473249035412
127,22.733056,24.99,S1,2.256944,A1,0.030168587334379
128,58.160119,60.649139,S2,2.48902,A1,0.042511193524211
129,34.196985,40.58,S1,6.383015,A1,0.249607346466246
130,51.47295,58.98,S1,7.50705,A1,0.309387424322586
131,19.260677,26.84,S1,7.579323,A1,0.313231153002664
132,54.324985,60.039691,S2,5.714706,A1,0.214064357100174
133,67.6593,69.59,S3,1.9307,A1,0.012817800463717
134,25.98305,31.86,S1,5.87695,A1,0.222693055451848
135,63.92781,66.38,S2,2.45218999999999,A1,0.040552446450099
136,37.902972,42.87,S1,4.967028,A1,0.174300249175178
137,48.592885,50.43,S1,1.837115,A1,0.007840625743904
138,68.01581,70.08,S2,2.06419,A1,0.019917261417374
139,21.63166,24.41,S1,2.77834,A1,0.057898234074902
140,17.908577,22.05,S1,4.141423,A1,0.130391713250065
141,35.460653,38.68,S1,3.219347,A1,0.081352515120591
142,76.240404,80.29,S2,4.04959600000001,A1,0.125508035064498
143,19.791288,23.41,S1,3.618712,A1,0.10259213025099
144,40.814718,43.54,S2,2.725282,A1,0.055076425705144
145,23.614291,31.31,S1,7.695709,A1,0.31942096394395
146,67.175501,69.97,S2,2.794499,A1,0.058757625711356
147,24.495763,30.39,S1,5.894237,A1,0.223612438038602
148,35.27549,37.768783,S1,2.493293,A1,0.042738446476904
149,72.397864,77.199763,S2,4.80189900000001,A1,0.165518116522423
150,21.786611,24.63,S1,2.843389,A1,0.061357765392412
151,62.480546,69.19,S2,6.709454,A1,0.26696850411289
152,22.478077,30.79,S1,8.311923,A1,0.352193360618579
153,70.232332,84.32,S2,14.087668,A1,0.659367501796006
154,85.248807,88.233448,S3,2.984641,A1,0.068870036413656
155,22.407478,26.46,S1,4.052522,A1,0.125663649887708
156,27.730801,30.33,S2,2.599199,A1,0.04837089468844
157,90.867893,97.02,S3,6.152107,A1,0.237326858565378
158,98.419585,102.628724,S4,4.20913900000001,A1,0.133993084872942
159,33.510908,35.87,S,2.359092,A1,0.03560117207851
160,76.040332,79.46,S,3.41966799999999,A1,0.092006280329201
161,34.727644,37.21,S1,2.482356,A1,0.042156778902927
162,49.628297,54.53,S2,4.901703,A1,0.170826039220892
163,21.640807,29.12368,S,7.482873,A1,0.308101607651101
164,19.265496,22.598077,S,3.332581,A1,0.08737469177522
165,34.800807,38.1,S1,3.299193,A1,0.085599002193074
166,74.119027,78.05,S2,3.93097299999999,A1,0.119199252708474
167,16.358148,19.98,S1,3.621852,A1,0.102759126336048
168,53.121234,56.37,S2,3.248766,A1,0.082917119523885
169,21.838671,25.1,S1,3.261329,A1,0.083585263414519
170,31.944142,37.641187,S2,5.697045,A1,0.213125083896919
171,61.31105,65.48,S3,4.16895,A1,0.13185569453459
172,33.186564,36.067134,S1,2.88057000000001,A1,0.063335179863294
173,49.384451,52.141958,S1,2.757507,A1,0.056790262915658
174,18.788202,21.39,S,2.601798,A1,0.048509118518079
175,67.167098,72.34,S,5.17290200000001,A1,0.185249342173702
176,20.540534,23.64,S,3.099466,A1,0.074976827963612
177,37.020487,41.65,S1,4.629513,A1,0.156350031452702
178,36.972249,40.64,S1,3.667751,A1,0.105200194268567
179,60.676558,65.02,S2,4.343442,A1,0.141135783984927
180,33.899822,36.63,S1,2.730178,A1,0.055336811957515
181,19.221056,21.18,S,1.958944,A1,0.01431991429378
182,44.54362,51,S1,6.45638,A1,0.253509151491828
183,63.140582,67.25,S2,4.109418,A1,0.128689576402198
184,92.762089,100.12,S3,7.357911,A1,0.301455695300432
185,50.585448,55.44,S1,4.854552,A1,0.168318385588217
186,67.022599,72.47,S,5.447401,A1,0.199848150566223
187,36.567953,38.94,S,2.37204699999999,A1,0.036290163888043
188,74.136712,77.05,S,2.91328799999999,A1,0.06507523652283
189,24.302671,27.01,S,2.707329,A1,0.054121622929648
190,50.109531,54.44,S1,4.330469,A1,0.140445834872995
191,59.794042,62.2,S2,2.40595800000001,A1,0.038093668423211
192,83.573887,97.100297,S1,13.52641,A1,0.629517855710702
193,25.082493,27.92,S1,2.837507,A1,0.061044940241993
194,34.195798,39.128688,S2,4.93288999999999,A1,0.172484671993097
195,59.445507,62.873448,S3,3.427941,A1,0.092446267148211
196,77.086861,84.528,S4,7.44113900000001,A1,0.305882048856886
197,64.319549,69.5,S1,5.18045100000001,A1,0.185650824162909
198,34.326789,36.22,S1,1.893211,A1,0.01082400548513
199,73.216,75.9,S2,2.68400000000001,A1,0.052880905837822
200,91.574315,98.21,S3,6.635685,A1,0.26304521296681
201,19.180629,24.75,S1,5.569371,A1,0.206334937984887
202,55.917721,65.79,S2,9.87227900000001,A1,0.435178501796219
203,44.076819,53.88,S,9.803181,A1,0.43150363062253
204,24.890564,28.05,S1,3.159436,A1,0.078166240454366
205,33.953282,37.35,S2,3.396718,A1,0.090785719771209
206,60.630861,65.52,S3,4.88913899999999,A1,0.170157842146791
207,99.306967,102.36,S4,3.053033,A1,0.07250736005994
208,79.990457,85.526789,S1,5.53633199999999,A1,0.204577809432577
209,86.863145,90.16,S2,3.29685499999999,A1,0.085474659248211
210,15.040736,19.37,S,4.329264,A1,0.140381748795767
211,38.866326,41.43,S,2.563674,A1,0.046481552038214
212,92.98711,95.87,S,2.88289,A1,0.063458565505757
213,139.755774,142.92,S,3.16422599999998,A1,0.078420989259279
214,86.048902,100.76,S1,14.711098,A1,0.69252367036547
215,14.873234,17.32,S1,2.446766,A1,0.040263979327374
216,30.563039,33.362706,S2,2.799667,A1,0.059032477866637
217,48.644226,56.401638,S3,7.757412,A1,0.322702543382286
218,83.968427,90.08,S,6.11157299999999,A1,0.235171119931057
219,18.523157,20.9,S,2.376843,A1,0.036545231793757
220,28.001804,31.66,S,3.658196,A1,0.104692026245403
0,58.375037,60.81,S1,2.434963,A1,0.03480096932756
1,23.305867,28.13,S1,4.824133,A1,0.147927853763531
2,34.958801,37.51,S2,2.551199,A1,0.040304728599316
3,70.586213,74.1,S3,3.51378699999999,A1,0.085883143461151
4,63.947516,66.81,S1,2.862484,A1,0.055044032299618
5,74.052716,77,S1,2.947284,A1,0.059059301116893
6,82.163637,85.4,S2,3.23636300000001,A1,0.07274715364554
7,33.37292,37.07,S1,3.69708,A1,0.094562042839983
8,26.493467,32.35,S1,5.856533,A1,0.196811857619136
9,100.086432,103.44,S2,3.353568,A1,0.078296794939511
10,111.979055,115.393769,S3,3.414714,A1,0.081192049976081
11,74.139779,86.130673,S1,11.990894,A1,0.487273042020214
12,21.364726,24.01,S1,2.645274,A1,0.044759167443481
13,28.92746,33.91,S2,4.98254,A1,0.155428404324123
14,55.450961,69.72,S1,14.269039,A1,0.595142907347246
15,70.932995,74.2,S2,3.267005,A1,0.074198048304726
16,24.098421,36.48,S1,12.381579,A1,0.5057719252499
17,49.576214,54.06,S2,4.483786,A1,0.131812468195685
18,53.763988,61.33,S1,7.566012,A1,0.277755462837148
19,117.768736,123.56,S2,5.791264,A1,0.193721379076273
20,128.762493,134.77,S3,6.007507,A1,0.20396045660993
21,28.583217,34.41,S1,5.826783,A1,0.195403199042321
22,63.936142,69.69,S2,5.753858,A1,0.191950209909068
23,105.306588,111.08,S3,5.77341199999999,A1,0.192876089230447
24,115.962611,118.03,S4,2.06738900000001,A1,0.017396388900188
25,27.224119,32.96,S1,5.735881,A1,0.191099001329726
26,54.757602,65.28,S2,10.522398,A1,0.417739950073352
27,69.813365,71.97,S3,2.15663499999999,A1,0.02162217523116
28,25.551335,28.45,S1,2.898665,A1,0.056757197878366
29,34.696024,50.77,S2,16.073976,A1,0.680606436277045
30,70.064451,79.32,S3,9.25554899999999,A1,0.357754816984946
31,97.767478,100.33,S4,2.562522,A1,0.040840871156132
32,50.031335,55.09,S1,5.05866500000001,A1,0.159032913035386
33,77.782315,89.917151,S2,12.134836,A1,0.494088676738331
34,69.384807,72.272499,S1,2.887692,A1,0.056237627775395
35,34.94438,39.06,S1,4.11562,A1,0.11437985664638
36,43.769923,50.448712,S2,6.678789,A1,0.235745570786798
37,73.466682,77.402398,S3,3.935716,A1,0.105861425970636
38,27.507015,31.19,S1,3.682985,A1,0.093894646448715
39,68.944779,72.73,S1,3.78522100000001,A1,0.098735507566675
40,98.672212,104.37,S2,5.697788,A1,0.189295302803117
41,162.700531,175.88,S3,13.179469,A1,0.543551911530749
42,93.39124,98.459964,S1,5.068724,A1,0.159509205358888
43,114.426445,118.26,S2,3.833555,A1,0.101024116092785
44,44.539608,47.14,S1,2.600392,A1,0.042634010662149
45,53.781925,56.17,S2,2.388075,A1,0.032580828710763
46,37.050052,40.1,S1,3.049948,A1,0.063920427978412
47,66.766617,70.210167,S2,3.44355,A1,0.082557430773428
48,72.18702,75.566801,S3,3.37978099999999,A1,0.079537977032757
49,38.340104,40.51,S1,2.169896,A1,0.02225008183241
50,41.400259,44.48,S1,3.079741,A1,0.065331122599557
51,71.776427,75.33,S2,3.553573,A1,0.087767005314502
52,22.465954,26.56717,S1,4.101216,A1,0.113697829145861
53,63.691087,66.33,S1,2.638913,A1,0.044457974932317
54,78.218812,87.69,S2,9.471188,A1,0.367965295198255
55,100.635766,105.24,S3,4.60423399999999,A1,0.137515665111996
56,107.947733,113.37,S4,5.42226700000001,A1,0.176249419786554
57,119.108105,122.39,S5,3.28189500000001,A1,0.074903087841156
58,37.24,41.47,S1,4.23,A1,0.119795734562889
59,42.245187,54.71,S1,12.464813,A1,0.509713044173686
60,55.674121,62.03,S2,6.355879,A1,0.220455824869505
61,68.823285,74.34,S3,5.51671500000001,A1,0.180721520131531
62,79.03487,81.4,S4,2.36513000000001,A1,0.031494385986561
63,30.689291,34.87,S1,4.180709,A1,0.11746181221298
64,46.413337,49.17,S2,2.756663,A1,0.050033421904418
65,48.687127,50.73,S1,2.042873,A1,0.016235559533155
66,76.098376,80.68,S2,4.58162400000001,A1,0.136445084593618
67,86.389964,95.67,S3,9.280036,A1,0.358914273205803
68,104.400242,108.09,S4,3.689758,A1,0.094215347105548
69,116.374109,122.36,S5,5.985891,A1,0.20293694186047
70,39.620444,41.91,S1,2.289556,A1,0.027915967052636
71,50.086222,52.66,S2,2.573778,A1,0.041373841271783
72,86.988283,89.98,S,2.99171700000001,A1,0.061163197807437
73,24.413758,34.1,S1,9.686242,A1,0.378148073738707
74,42.528674,46.81,S2,4.281326,A1,0.12222601389444
75,68.840727,70.97,S1,2.129273,A1,0.020326588139436
76,96.436364,98.33,S2,1.893636,A1,0.009169207263299
77,112.459636,117.19,S3,4.73036399999999,A1,0.143487903979013
78,134.318545,138.5,S4,4.181455,A1,0.117497135214604
79,81.628073,83.53,S1,1.901927,A1,0.009561785019951
80,17.808804,22.99,S1,5.181196,A1,0.164834739727008
81,86.992051,94.61,S1,7.617949,A1,0.280214672938125
82,97.847211,102.91,S2,5.062789,A1,0.159228183891547
83,21.021876,23.25,S1,2.228124,A1,0.025007169953781
84,16.00888,20.76,S1,4.75112,A1,0.144470697841883
85,24.590442,26.698195,S2,2.107753,A1,0.019307618977316
86,27.666783,31.27,S,3.603217,A1,0.090117642167861
87,306.196997,310.00305,S,3.80605299999996,A1,0.099721900019521
88,34.618825,44.599027,S,9.980202,A1,0.392067040973688
89,140.346588,147.66,S2,7.313412,A1,0.265794886147952
90,43.069674,65.889045,S1,22.819371,A1,1
91,66.214694,84.85422,S1,18.639526,A1,0.802084890453476
92,162.962706,169.34,S2,6.37729400000001,A1,0.221469822295472
93,44.75295,46.98,S1,2.22705,A1,0.024956316195412
94,30.336855,35.78,S1,5.443145,A1,0.177237990333335
95,61.151335,65.52,S1,4.36866499999999,A1,0.126361504026893
96,130.710979,136.826113,S2,6.11513399999998,A1,0.209056580866968
97,145.234421,148.88,S3,3.645579,A1,0.09212347728151
98,177.52997,181.9,S4,4.37003000000001,A1,0.126426136596889
99,74.182172,77.14,S1,2.95782800000001,A1,0.059558558126438
100,61.294362,65.31,S1,4.015638,A1,0.109645722131182
101,24.054481,30.58089,S1,6.526409,A1,0.228530397881415
102,7.900463,10.17,S1,2.269537,A1,0.026968070042577
103,36.065163,38.73,S1,2.664837,A1,0.045685472913674
104,56.995039,60.72,S1,3.724961,A1,0.095882204513266
105,100.384119,102.37,S2,1.98588100000001,A1,0.01353699584879
106,19.355727,21.45,S1,2.094273,A1,0.018669342754947
107,66.161733,68.71,S1,2.548267,A1,0.040165898785964
108,72.632641,79.2,S2,6.567359,A1,0.230469374981267
109,123.34343,126.2,S3,2.85657,A1,0.054764005179507
110,104.678837,109.62,S1,4.941163,A1,0.15346920883058
111,69.921424,77.73,S1,7.808576,A1,0.289240836249809
112,90.556772,96.54,S2,5.98322800000001,A1,0.202810849161645
113,152.462813,155.42,S3,2.95718699999998,A1,0.059528206860967
114,33.186445,36.15,S1,2.963555,A1,0.059829730821208
115,70.854053,76.83,S1,5.97594700000001,A1,0.202466094771803
116,60.221507,64.14,S1,3.918493,A1,0.105045919191863
117,151.331537,155.01,S2,3.67846299999999,A1,0.093680530345039
118,179.775644,183.97,S3,4.194356,A1,0.118107995863326
119,119.539703,127.54,S1,8.000297,A1,0.298318800317225
120,129.04527,134.28,S2,5.23473000000001,A1,0.167369567567386
121,13.88781,16.45,S1,2.56219,A1,0.040825150999913
122,46.130208,49,S1,2.869792,A1,0.055390065135899
123,51.3073,55.55,S2,4.2427,A1,0.120397077888118
124,70.445484,77.75,S1,7.30451600000001,A1,0.265373661721084
125,101.038006,104.88,S2,3.841994,A1,0.10142370162992
126,122.039359,125.93,S3,3.890641,A1,0.103727130664755
127,60.445769,62.86,S1,2.414231,A1,0.033819311861526
128,74.512641,86.96,S2,12.447359,A1,0.508886599575376
129,130.919407,133.68,S3,2.760593,A1,0.050219506886162
130,24.936973,28.85,S1,3.913027,A1,0.104787104812674
131,61.83003,65.54,S2,3.70997000000001,A1,0.095172382640156
132,57.970326,61.91,S,3.939674,A1,0.106048836748687
133,2.402801,4.72,S1,2.317199,A1,0.029224859457305
134,35.405982,37.3,S2,1.894018,A1,0.009187294912924
135,59.945401,63.27,S1,3.32459900000001,A1,0.076925116609705
136,95.252226,99.189318,S2,3.93709200000001,A1,0.105926579389181
137,112.016617,115.064688,S3,3.04807100000001,A1,0.063831552275936
138,48.033591,53.02,S1,4.986409,A1,0.155611600963911
139,82.574599,85.28,S2,2.70540099999999,A1,0.047606172964428
140,93.368665,100.67,S3,7.30133500000001,A1,0.265223041790568
141,101.788036,105.81,S4,4.021964,A1,0.109945257396961
142,43.219727,45.056807,S1,1.83708,A1,0.006491288121438
143,31.071525,37.77,S1,6.698475,A1,0.236677700290771
144,66.300012,68,S2,1.699988,A1,0
145,183.065045,187.49,S1,4.42495500000001,A1,0.129026828103833
146,25.197507,27.62,S1,2.422493,A1,0.034210516472001
147,59.623193,62.04,S2,2.416807,A1,0.033941285121824
148,41.48,45.04,S1,3.56,A1,0.088071322916962
149,55.893366,58.48,S1,2.586634,A1,0.04198257117644
150,71.290118,73.39,S1,2.09988199999999,A1,0.018934928165278
151,32.065777,34.62,S,2.554223,A1,0.040447914600536
152,116.497317,123.63,S1,7.132683,A1,0.257237391831002
153,175.467073,178.59,S2,3.122927,A1,0.067375974004544
154,37.318516,41.36,S1,4.041484,A1,0.110869526822824
155,35.039582,37.67,S1,2.630418,A1,0.044055737802568
156,45.802202,49.27,S1,3.467798,A1,0.083705570375801
157,25.367707,28.19,S1,2.822293,A1,0.053140993749675
158,40.529477,44.87,S1,4.340523,A1,0.125028984038028
159,61.392753,64.7,S2,3.307247,A1,0.076103501697943
160,25.352613,28.417631,S1,3.065018,A1,0.064633990491105
161,40.223624,42.796725,S2,2.573101,A1,0.041341785411061
162,78.207366,80.43,S1,2.22263400000001,A1,0.024747219177758
163,123.186732,126.31,S2,3.123268,A1,0.067392120309575
164,134.938098,138.24,S3,3.30190200000001,A1,0.075850416652798
165,139.530585,144.48,S4,4.94941499999999,A1,0.153859939942374
166,146.149171,148.985707,S5,2.836536,A1,0.053815397921426
167,60.552251,64.303275,S1,3.751024,A1,0.097116284126293
168,90.024585,91.96,S2,1.93541499999999,A1,0.011147437403829
169,87.454997,95.85,S1,8.39500299999999,A1,0.317008077366654
170,42.978606,45.61,S1,2.631394,A1,0.044101951273861
171,72.880244,81.980634,S,9.10038999999999,A1,0.350408058796035
172,77.335233,87.38,S1,10.044767,A1,0.395124185209388
173,21.856181,24.3,S1,2.443819,A1,0.035220299759704
174,67.540014,70.34,S1,2.799986,A1,0.052084760241339
175,23.199324,26.45,S1,3.250676,A1,0.073424872308059
176,99.509791,102.08,S2,2.57020899999999,A1,0.041204849592433
177,115.525568,121.37,S3,5.844432,A1,0.196238876864916
178,62.940125,67.06,S1,4.119875,A1,0.114581330335266
179,64.194355,75.2,S1,11.005645,A1,0.440621631796724
180,94.794774,98.42,S2,3.625226,A1,0.091159765415495
181,124.397352,130.07,S3,5.672648,A1,0.188104927118373
182,155.99561,159.33,S4,3.33439000000001,A1,0.077388719168548
183,93.86561,98.06,S1,4.19439,A1,0.118109605758842
184,49.811895,55.98,S1,6.168105,A1,0.211564750731591
185,99.320676,112.5,S2,13.179324,A1,0.54354504579987
186,19.139289,23.41,S1,4.270711,A1,0.121723395044259
187,112.44322,117.24,S1,4.79678,A1,0.146632692820619
188,145.317951,149.81,S2,4.49204900000001,A1,0.13220372015603
189,75.045742,79.07,S1,4.02425799999999,A1,0.110053877994447
190,80.244293,84.1,S2,3.855707,A1,0.102073010371562
191,85.709436,88.03,S3,2.320564,A1,0.029384191763557
192,89.708321,93.05,S4,3.341679,A1,0.077733852357335
193,0,6.38,S1,6.38,A1,0.221597951038626
194,62.679264,65.31,S1,2.630736,A1,0.044070795060632
195,73.993211,78.02,S2,4.02678899999999,A1,0.110173720510679
196,114.044582,119.475276,S3,5.43069399999999,A1,0.17664843712527
197,131.920617,135.93,S4,4.00938300000001,A1,0.10934954870604
198,166.767573,172.75,S5,5.982427,A1,0.202772921917274
199,174.234777,181.2,S6,6.96522299999998,A1,0.249308182914244
200,39.724439,41.88,S1,2.15556100000001,A1,0.021571321472792
201,47.028036,52.27,S2,5.241964,A1,0.167712096513426
202,87.593638,91.3,S1,3.706362,A1,0.095001544315949
203,0,0,S,0,A1,0
204,0,0,S,0,A1,0
205,0,0,S,0,A1,0
206,0,0,S,0,A1,0
207,0,0,S,0,A1,0
208,0,0,S,0,A1,0
209,0,0,S,0,A1,0
210,0,0,S,0,A1,0
211,0,0,S,0,A1,0
212,0,0,S,0,A1,0
213,0,0,S,0,A1,0
214,0,0,S,0,A1,0
215,0,0,S,0,A1,0
216,0,0,S,0,A1,0
217,0,0,S,0,A1,0
218,0,0,S,0,A1,0
219,0,0,S,0,A1,0
220,0,0,S,0,A1,0
